imgID,imgNames,imgURLs,imgPaths,mseIndex,brisqueIndex,contentLoss,distsLoss,dssIndex,fsimIndex,gmsdIndex,haarpsiIndex,lpipsLoss,msdiIndex,msssimIndex,msdmsdIndex,psnrIndex,ssimIndex,styleLoss,tvIndex,vifIndex,vsiIndex,srsimIndex
7168111a-944f-316f-b414-a0e9317d9365,baryon_density_sz_abs__0.0635493__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_0NkiyQ3DkWTzVYO,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.070187524,46.16424561,541.342041,0.243643105,0.644946992,0.858098924,0.082509473,0.782484233,0.166475117,0.355808973,0.824298143,0.096955195,11.53740025,0.768716633,2120849664,172.8647614,0.852045655,0.935259819,0.904977739
e5a0adf8-84a6-36b3-8993-766407ee3b5c,baryon_density_sz_abs__0.1156320__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_3vFRcUCfAY3D9gW,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.08236783,51.29608154,664.3149414,0.257237613,0.610018909,0.842388988,0.090528831,0.753782749,0.190468162,0.368778497,0.802445471,0.108694121,10.84242344,0.743043125,2799959552,177.9528046,0.841426313,0.928369999,0.894822836
94a2086f-d080-3179-a043-d0402774d519,baryon_density_sz_abs__0.1548870__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_4Pjdy3fapmR1mtg,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.08194755,51.32244873,667.7276611,0.256678641,0.610669732,0.842449725,0.090588249,0.753334463,0.191048518,0.368749112,0.802412033,0.108665958,10.86463928,0.743430912,2776221696,177.651062,0.834944844,0.92866087,0.894543767
74f68805-4e95-38d6-920d-ee02f90df24f,baryon_density_sz_abs__0.2381620__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_6X2Jb7IL7J3oc3Y,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.081014551,51.07928467,677.5953369,0.255555391,0.611324668,0.842468858,0.091032617,0.751697242,0.192585886,0.368762821,0.802281082,0.108875014,10.91436958,0.74421978,2728011264,176.9786377,0.81534487,0.929239392,0.893906116
bc65640f-95c8-3556-89f0-4bdb5628b989,baryon_density_sz_abs__0.2864560__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_esvNtnybmNEp3vg,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.080492258,50.78631592,683.8282471,0.254784226,0.611060739,0.842476845,0.091445796,0.750577092,0.193758085,0.368854403,0.802186191,0.109143466,10.94245815,0.744664013,2696105728,176.5979767,0.80295527,0.929510951,0.893379033
5e91c63d-1bb8-320d-9c90-2056f38b888c,baryon_density_sz_abs__0.3493710__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_doJJG03DJhQIUfQ,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.079787157,50.79705811,693.4851074,0.253949404,0.609816492,0.84236896,0.092304841,0.748490751,0.195310146,0.369036585,0.801991642,0.109735169,10.98066902,0.745167434,2660896768,176.1086578,0.785847425,0.929807425,0.892848611
0f1195f6-d56f-3364-b0fb-469ce5265349,baryon_density_sz_abs__0.4265500__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_8joBwyjpxtR4ua2,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.078923807,50.58123779,707.725647,0.2528916,0.607378006,0.842264414,0.093580492,0.745577574,0.197452232,0.369277894,0.801767826,0.110676318,11.02791882,0.745826542,2603823616,175.4868011,0.764958024,0.930228829,0.891966105
6e63f626-ce61-38cf-9a43-42b72e72e4d8,baryon_density_sz_abs__0.4749020__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_4IxoiyG3QMJSaH4,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.078410499,50.42889404,717.3919678,0.25233525,0.605713069,0.842144072,0.094529159,0.743640602,0.199133098,0.369457811,0.801596642,0.111398332,11.05625725,0.746156931,2576885504,175.1254272,0.752608061,0.930470705,0.891223133
8eb9e40d-9b4e-32f6-88f5-52328f00128a,baryon_density_sz_abs__0.5072910__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_eWChAcaJRrOI14q,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.078068443,50.45623779,723.19104,0.251938105,0.604341865,0.842018306,0.095325619,0.742017388,0.199548036,0.369673908,0.801457167,0.112002335,11.07524395,0.746393502,2552594944,174.8577271,0.744051635,0.930629194,0.89047128
fd343a2c-0365-3aa2-849a-89d9b55f9454,baryon_density_sz_abs__0.5532130__NVB_C009_l10n512_S12345T692_z54__blue2cyan.png,IM_8CaBvrLd7YcMLTE,syncDarwin/images/imageDB/baryon_density_sz_blue2cyan,0.077543594,50.38983154,735.2459106,0.251606941,0.602174461,0.841860473,0.096544147,0.739720881,0.201677278,0.369818717,0.801272869,0.112935901,11.10454082,0.746725976,2511262464,174.5214081,0.732150495,0.9308725,0.890600324
